,name,discord,released,release-date,romhack,gametypes,platforms,regions,genres,engines,developers,publishers,created,links
75,10 Second Ninja X,,2016,2016-07-19,False,[],[],[],[],[],[],[],2017-05-27T21:22:59Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1mkwpd2'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1mkwpd2'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1mkwpd2/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1mkwpd2/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1mkwpd2/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1mkwpd2/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/r4gd1141'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1mkwpd2/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1mkwpd2/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/m1mkwpd2/category/jdr1w7n2'}]"
76,10 Second Run Returns,https://discord.gg/D8PwP7B,2017,2017-12-21,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC']",[],[],[],[],2018-03-07T09:11:40Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pdvz9v46'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pdvz9v46'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pdvz9v46/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pdvz9v46/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pdvz9v46/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pdvz9v46/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pdvz9v46/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pdvz9v46/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pdvz9v46/category/7dgrpzpk'}]"
77,10 Second Shuriken,,2020,2020-04-29,False,[],[],[],[],[],[],[],2020-05-08T07:49:19Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1llv941'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1llv941'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1llv941/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1llv941/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1llv941/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1llv941/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1llv941/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1llv941/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1llv941/category/n2yo8ned'}]"
78,10 second to win,,2021,2021-09-28,False,[],[],[],[],[],[],[],2022-06-14T15:18:27Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/46w27y36'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=46w27y36'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/46w27y36/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/46w27y36/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/46w27y36/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/46w27y36/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/46w27y36/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/46w27y36/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/46w27y36/category/5dwq9x5d'}]"
79,10 Seconds,,2022,2022-10-17,True,['z71pomxr'],[],['USA / NTSC'],[],[],[],[],2022-10-24T23:02:33Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxrm86'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=v1pxrm86'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxrm86/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxrm86/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxrm86/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxrm86/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxrm86/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxrm86/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/v1pxrm86/category/mke7le82'}]"
80,10 Seconds or less,,2022,2022-10-03,False,[],[],[],[],[],[],[],2022-11-14T17:29:08Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3dxkexy1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3dxkexy1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3dxkexy1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3dxkexy1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3dxkexy1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3dxkexy1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3dxkexy1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3dxkexy1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3dxkexy1/category/jdr8nnlk'}]"
81,10-Pin Bowling,,1999,1999-08-01,False,[],[],[],[],[],[],[],2021-10-27T17:35:27Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/ldejx3l1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=ldejx3l1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/ldejx3l1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/ldejx3l1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/ldejx3l1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/ldejx3l1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/ldejx3l1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/ldejx3l1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/ldejx3l1/category/wk6wq1e2'}]"
82,10-Yard Fight,,1983,1983-01-01,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC']",[],[],[],[],2016-01-26T23:17:29Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1m0wx62'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1m0wx62'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1m0wx62/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1m0wx62/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1m0wx62/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1m0wx62/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1m0wx62/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1m0wx62/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/m1m0wx62/category/824x3e3d'}]"
83,100 Hidden Birds,,2020,2020-12-02,False,[],[],[],[],[],[],[],2022-09-06T15:02:59Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7wp76'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=w6j7wp76'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7wp76/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7wp76/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7wp76/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7wp76/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7wp76/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7wp76/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/w6j7wp76/category/7dg7g8ld'}]"
84,100 hidden cats,,2021,2021-04-16,False,[],[],[],[],[],[],[],2022-08-04T15:15:37Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/ldejo9n1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=ldejo9n1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/ldejo9n1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/ldejo9n1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/ldejo9n1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/ldejo9n1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/ldejo9n1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/ldejo9n1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/ldejo9n1/category/7dg1o0xd'}]"
85,100 Hidden Frogs,,2021,2021-11-15,False,[],[],['USA / NTSC'],[],[],[],[],2021-12-13T18:06:23Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/v1px3y76'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=v1px3y76'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/v1px3y76/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/v1px3y76/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/v1px3y76/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/v1px3y76/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/v1px3y76/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/v1px3y76/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/v1px3y76/category/rklnxl62'}]"
86,100 hidden rams,,2021,2021-08-20,False,[],[],[],[],[],[],[],2021-11-01T18:50:36Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8gme1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1n8gme1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8gme1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8gme1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8gme1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8gme1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8gme1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8gme1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1n8gme1/category/n2yvzem2'}]"
87,100 Meters Race,,2017,2017-12-01,True,['go1lem4p'],[],[],[],[],[],[],2022-03-15T17:03:04Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268w2v96'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268w2v96'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268w2v96/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268w2v96/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268w2v96/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268w2v96/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268w2v96/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268w2v96/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/268w2v96/category/rklnygw2'}]"
88,100 Rooms of Enemies,https://discord.gg/AD8jfB,2015,2015-06-24,True,['v4m291qw'],[],['USA / NTSC'],[],[],[],[],2017-12-27T03:11:58Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/lde33q56'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=lde33q56'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/lde33q56/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/lde33q56/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/lde33q56/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/lde33q56/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwddx7y'}, {'rel': 'base-game', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wq31e'}, {'rel': 'game', 'uri': 'https://www.speedrun.com/api/v1/games/pd0wq31e'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/lde33q56/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/lde33q56/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/lde33q56/category/jdrxov5d'}]"
89,100 Rooms of Kuso,,2019,2019-01-28,False,[],[],['USA / NTSC'],[],[],[],[],2020-10-29T01:54:35Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9dowmo31'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9dowmo31'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9dowmo31/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9dowmo31/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9dowmo31/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9dowmo31/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/8nwddx7y'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9dowmo31/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9dowmo31/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9dowmo31/category/vdo1wn12'}]"
90,100 vacas,,2020,2020-08-17,False,[],[],[],[],[],[],[],2021-02-11T20:50:54Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/369plr21'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=369plr21'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/369plr21/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/369plr21/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/369plr21/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/369plr21/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/369plr21/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/369plr21/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/369plr21/category/9kv6zme2'}]"
91,100% Complete,,2012,2012-01-09,True,['go1lem4p'],[],[],[],[],[],[],2021-05-20T19:22:20Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8evl1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1n8evl1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8evl1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8evl1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8evl1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8evl1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8evl1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8evl1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1n8evl1/category/9d8oln32'}]"
92,100% Orange Juice!,https://discord.gg/F8GqP6xR6p,2009,2009-08-14,False,[],[],[],[],[],[],[],2015-11-25T01:27:52Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1n2gw1p'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1n2gw1p'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1n2gw1p/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1n2gw1p/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1n2gw1p/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1n2gw1p/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1n2gw1p/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1n2gw1p/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1n2gw1p/category/mkeo7jnd'}]"
93,1000 Amps,,2012,2012-02-22,False,[],[],[],[],[],[],[],2016-12-02T05:43:09Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o6ge0n12'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o6ge0n12'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o6ge0n12/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o6ge0n12/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o6ge0n12/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o6ge0n12/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o6ge0n12/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o6ge0n12/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o6ge0n12/category/n2y1zxe2'}]"
94,1000 Coins,https://discord.gg/dHbHEDD,2017,2017-02-19,True,['go1lem4p'],[],[],[],[],[],[],2017-06-18T04:36:57Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1mk8xd2'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1mk8xd2'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1mk8xd2/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1mk8xd2/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1mk8xd2/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1mk8xd2/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1mk8xd2/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1mk8xd2/derived-games'}]"
95,1000 Days to Escape,,2019,2019-07-25,False,[],[],[],[],[],[],[],2019-10-27T19:42:07Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1llmjj1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1llmjj1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1llmjj1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1llmjj1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1llmjj1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1llmjj1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1llmjj1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1llmjj1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1llmjj1/category/824gr6m2'}]"
96,10000000,,2013,2013-01-01,False,[],[],[],[],[],[],[],2015-06-14T15:38:19Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9do4vm6p'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9do4vm6p'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9do4vm6p/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9do4vm6p/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9do4vm6p/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9do4vm6p/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9do4vm6p/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9do4vm6p/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9do4vm6p/category/824xyend'}]"
